Dataset,size_bucket,Method,hop_distance,support,recovered,recall,kind
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,6,3,2,0.6666666666666666,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,90,77,0.8555555555555555,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,62,54,0.8709677419354839,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,3,53,45,0.8490566037735849,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,4,45,39,0.8666666666666667,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,6,3,2,0.6666666666666666,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,90,76,0.8444444444444444,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,62,53,0.8548387096774194,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,3,53,44,0.8301886792452831,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,4,45,38,0.8444444444444444,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,6,3,2,0.6666666666666666,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,1,90,81,0.9,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,2,62,53,0.8548387096774194,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,3,53,47,0.8867924528301887,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,4,45,43,0.9555555555555556,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,90,77,0.8555555555555555,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,62,54,0.8709677419354839,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,3,53,45,0.8490566037735849,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,4,45,39,0.8666666666666667,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,6,3,2,0.6666666666666666,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,1,90,84,0.9333333333333333,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,2,62,55,0.8870967741935484,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,3,53,49,0.9245283018867925,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,4,45,45,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k=1000,1,90,23,0.25555555555555554,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k=1000,2,62,15,0.24193548387096775,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k=1000,3,53,3,0.05660377358490566,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k=1000,4,45,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k=1000,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_alt_Prompt_k=1000,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_direct_k1000_clawback0,1,90,81,0.9,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_direct_k1000_clawback0,2,62,55,0.8870967741935484,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_direct_k1000_clawback0,3,53,49,0.9245283018867925,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_direct_k1000_clawback0,4,45,42,0.9333333333333333,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_direct_k1000_clawback0,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_direct_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_json_k1000_clawback0,1,90,76,0.8444444444444444,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_json_k1000_clawback0,2,62,49,0.7903225806451613,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_json_k1000_clawback0,3,53,44,0.8301886792452831,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_json_k1000_clawback0,4,45,45,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_json_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_json_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_k1000_clawback0,1,90,79,0.8777777777777778,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_k1000_clawback0,2,62,55,0.8870967741935484,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_k1000_clawback0,3,53,49,0.9245283018867925,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_k1000_clawback0,4,45,42,0.9333333333333333,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_full_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_isa_k1000_clawback0,1,90,78,0.8666666666666667,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_isa_k1000_clawback0,2,62,52,0.8387096774193549,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_isa_k1000_clawback0,3,53,46,0.8679245283018868,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_isa_k1000_clawback0,4,45,43,0.9555555555555556,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_isa_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_isa_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0,1,90,75,0.8333333333333334,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0,2,62,49,0.7903225806451613,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0,3,53,45,0.8490566037735849,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0,4,45,42,0.9333333333333333,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,1,90,75,0.8333333333333334,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,2,62,49,0.7903225806451613,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,3,53,45,0.8490566037735849,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,4,45,42,0.9333333333333333,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,1,90,77,0.8555555555555555,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,2,62,54,0.8709677419354839,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,3,53,46,0.8679245283018868,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,4,45,40,0.8888888888888888,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,6,3,2,0.6666666666666666,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback10,1,90,75,0.8333333333333334,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback10,2,62,48,0.7741935483870968,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback10,3,53,44,0.8301886792452831,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback10,4,45,43,0.9555555555555556,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback10,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback10,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback100,1,90,70,0.7777777777777778,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback100,2,62,42,0.6774193548387096,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback100,3,53,42,0.7924528301886793,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback100,4,45,41,0.9111111111111111,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback100,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback100,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback25,1,90,76,0.8444444444444444,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback25,2,62,54,0.8709677419354839,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback25,3,53,45,0.8490566037735849,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback25,4,45,39,0.8666666666666667,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback25,5,16,14,0.875,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback25,6,3,2,0.6666666666666666,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback5,1,90,75,0.8333333333333334,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback5,2,62,48,0.7741935483870968,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback5,3,53,44,0.8301886792452831,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback5,4,45,43,0.9555555555555556,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback5,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback5,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback50,1,90,72,0.8,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback50,2,62,48,0.7741935483870968,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback50,3,53,43,0.8113207547169812,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback50,4,45,41,0.9111111111111111,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback50,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback50,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback75,1,90,71,0.7888888888888889,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback75,2,62,48,0.7741935483870968,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback75,3,53,43,0.8113207547169812,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback75,4,45,41,0.9111111111111111,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback75,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_k1000_clawback75,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,1,90,19,0.2111111111111111,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,2,62,6,0.0967741935483871,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,3,53,5,0.09433962264150944,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,4,45,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,1,90,78,0.8666666666666667,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,2,62,51,0.8225806451612904,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,3,53,50,0.9433962264150944,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,4,45,44,0.9777777777777777,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_example_k1000_clawback0,1,90,81,0.9,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_example_k1000_clawback0,2,62,52,0.8387096774193549,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_example_k1000_clawback0,3,53,51,0.9622641509433962,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_example_k1000_clawback0,4,45,44,0.9777777777777777,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_example_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_example_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,1,90,85,0.9444444444444444,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,2,62,56,0.9032258064516129,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,3,53,52,0.9811320754716981,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,4,45,45,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,1,90,79,0.8777777777777778,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,2,62,51,0.8225806451612904,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,3,53,45,0.8490566037735849,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,4,45,42,0.9333333333333333,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_oneway_k1000_clawback0,1,90,75,0.8333333333333334,direct
LLMs4OL_MatOnto_SUB,0-150,Our_Method_oneway_k1000_clawback0,2,62,49,0.7903225806451613,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_oneway_k1000_clawback0,3,53,46,0.8679245283018868,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_oneway_k1000_clawback0,4,45,43,0.9555555555555556,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_oneway_k1000_clawback0,5,16,15,0.9375,indirect
LLMs4OL_MatOnto_SUB,0-150,Our_Method_oneway_k1000_clawback0,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Batch,1,90,46,0.5111111111111111,direct
LLMs4OL_MatOnto_SUB,0-150,SBU_Batch,2,62,12,0.1935483870967742,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Batch,3,53,4,0.07547169811320754,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Batch,4,45,2,0.044444444444444446,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Batch,5,16,2,0.125,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Batch,6,3,1,0.3333333333333333,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Embedding,1,90,34,0.37777777777777777,direct
LLMs4OL_MatOnto_SUB,0-150,SBU_Embedding,2,62,2,0.03225806451612903,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Embedding,3,53,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Embedding,4,45,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Embedding,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SBU_Embedding,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall,1,90,56,0.6222222222222222,direct
LLMs4OL_MatOnto_SUB,0-150,SingleCall,2,62,12,0.1935483870967742,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall,3,53,3,0.05660377358490566,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall,4,45,1,0.022222222222222223,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemini31b,1,90,69,0.7666666666666667,direct
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemini31b,2,62,42,0.6774193548387096,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemini31b,3,53,39,0.7358490566037735,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemini31b,4,45,40,0.8888888888888888,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemini31b,5,16,16,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemini31b,6,3,3,1.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemma4b,1,90,57,0.6333333333333333,direct
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemma4b,2,62,28,0.45161290322580644,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemma4b,3,53,28,0.5283018867924528,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemma4b,4,45,26,0.5777777777777777,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemma4b,5,16,6,0.375,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_gemma4b,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_matched,1,90,55,0.6111111111111112,direct
LLMs4OL_MatOnto_SUB,0-150,SingleCall_matched,2,62,25,0.4032258064516129,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_matched,3,53,20,0.37735849056603776,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_matched,4,45,16,0.35555555555555557,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_matched,5,16,4,0.25,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_matched,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_nomerge,1,90,56,0.6222222222222222,direct
LLMs4OL_MatOnto_SUB,0-150,SingleCall_nomerge,2,62,12,0.1935483870967742,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_nomerge,3,53,3,0.05660377358490566,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_nomerge,4,45,1,0.022222222222222223,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_nomerge,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,SingleCall_nomerge,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,TaxoLLaMA_PPL15.0,1,90,41,0.45555555555555555,direct
LLMs4OL_MatOnto_SUB,0-150,TaxoLLaMA_PPL15.0,2,62,8,0.12903225806451613,indirect
LLMs4OL_MatOnto_SUB,0-150,TaxoLLaMA_PPL15.0,3,53,2,0.03773584905660377,indirect
LLMs4OL_MatOnto_SUB,0-150,TaxoLLaMA_PPL15.0,4,45,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,TaxoLLaMA_PPL15.0,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,TaxoLLaMA_PPL15.0,6,3,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Vector,1,90,19,0.2111111111111111,direct
LLMs4OL_MatOnto_SUB,0-150,Vector,2,62,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Vector,3,53,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Vector,4,45,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Vector,5,16,0,0.0,indirect
LLMs4OL_MatOnto_SUB,0-150,Vector,6,3,0,0.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,1,86,64,0.7441860465116279,direct
LLMs4OL_OBI_SUB,0-150,Density_m1,2,64,38,0.59375,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,3,42,21,0.5,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,4,27,16,0.5925925925925926,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,5,21,15,0.7142857142857143,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,6,15,12,0.8,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,7,8,7,0.875,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,8,4,4,1.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m1,9,1,1,1.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,1,86,59,0.686046511627907,direct
LLMs4OL_OBI_SUB,0-150,Density_m10,2,64,35,0.546875,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,3,42,18,0.42857142857142855,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,4,27,9,0.3333333333333333,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,5,21,5,0.23809523809523808,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,6,15,5,0.3333333333333333,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,7,8,4,0.5,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,8,4,2,0.5,indirect
LLMs4OL_OBI_SUB,0-150,Density_m10,9,1,0,0.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,1,86,54,0.627906976744186,direct
LLMs4OL_OBI_SUB,0-150,Density_m100,2,64,42,0.65625,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,3,42,26,0.6190476190476191,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,4,27,13,0.48148148148148145,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,5,21,7,0.3333333333333333,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,6,15,4,0.26666666666666666,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,7,8,2,0.25,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,8,4,0,0.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m100,9,1,0,0.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,1,86,64,0.7441860465116279,direct
LLMs4OL_OBI_SUB,0-150,Density_m2,2,64,38,0.59375,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,3,42,20,0.47619047619047616,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,4,27,11,0.4074074074074074,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,5,21,8,0.38095238095238093,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,6,15,10,0.6666666666666666,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,7,8,6,0.75,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,8,4,4,1.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m2,9,1,1,1.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,1,86,60,0.6976744186046512,direct
LLMs4OL_OBI_SUB,0-150,Density_m25,2,64,37,0.578125,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,3,42,19,0.4523809523809524,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,4,27,13,0.48148148148148145,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,5,21,12,0.5714285714285714,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,6,15,9,0.6,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,7,8,5,0.625,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,8,4,3,0.75,indirect
LLMs4OL_OBI_SUB,0-150,Density_m25,9,1,1,1.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,1,86,58,0.6744186046511628,direct
LLMs4OL_OBI_SUB,0-150,Density_m5,2,64,29,0.453125,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,3,42,14,0.3333333333333333,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,4,27,10,0.37037037037037035,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,5,21,10,0.47619047619047616,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,6,15,9,0.6,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,7,8,5,0.625,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,8,4,3,0.75,indirect
LLMs4OL_OBI_SUB,0-150,Density_m5,9,1,1,1.0,indirect
LLMs4OL_OBI_SUB,0-150,Density_m50,1,86,50,0.5813953488372093,direct
LLMs4OL_OBI_SUB,0-150,Density_m50,2,64,40,0.625,indirect
