Dataset,size_bucket,Method,hop_distance,support,recovered,recall,kind
SemEvalScience_SUB,0-150,LLMZero,4,11,11,1.0,indirect
SemEvalScience_SUB,0-150,Lexical,1,93,24,0.25806451612903225,direct
SemEvalScience_SUB,0-150,Lexical,2,87,3,0.034482758620689655,indirect
SemEvalScience_SUB,0-150,Lexical,3,51,1,0.0196078431372549,indirect
SemEvalScience_SUB,0-150,Lexical,4,11,0,0.0,indirect
SemEvalScience_SUB,0-150,OurMethod,1,93,76,0.8172043010752689,direct
SemEvalScience_SUB,0-150,OurMethod,2,87,74,0.8505747126436781,indirect
SemEvalScience_SUB,0-150,OurMethod,3,51,42,0.8235294117647058,indirect
SemEvalScience_SUB,0-150,OurMethod,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_k1000_clawback0,1,93,69,0.7419354838709677,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_k1000_clawback0,2,87,68,0.7816091954022989,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_k1000_clawback0,3,51,37,0.7254901960784313,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,93,74,0.7956989247311828,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,87,67,0.7701149425287356,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,3,51,34,0.6666666666666666,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,93,73,0.7849462365591398,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,87,66,0.7586206896551724,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,3,51,32,0.6274509803921569,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,4,11,3,0.2727272727272727,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,93,74,0.7956989247311828,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,87,66,0.7586206896551724,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,3,51,33,0.6470588235294118,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,93,74,0.7956989247311828,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,87,66,0.7586206896551724,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,3,51,33,0.6470588235294118,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,93,74,0.7956989247311828,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,87,67,0.7701149425287356,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,3,51,34,0.6666666666666666,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,93,73,0.7849462365591398,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,87,65,0.7471264367816092,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,3,51,33,0.6470588235294118,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,4,11,4,0.36363636363636365,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,1,93,82,0.8817204301075269,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,2,87,76,0.8735632183908046,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,3,51,41,0.803921568627451,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,93,73,0.7849462365591398,direct
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,87,67,0.7701149425287356,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,3,51,34,0.6666666666666666,indirect
SemEvalScience_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,1,93,87,0.9354838709677419,direct
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,2,87,84,0.9655172413793104,indirect
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,3,51,49,0.9607843137254902,indirect
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,4,11,11,1.0,indirect
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k=1000,1,93,34,0.3655913978494624,direct
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k=1000,2,87,34,0.39080459770114945,indirect
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k=1000,3,51,4,0.0784313725490196,indirect
SemEvalScience_SUB,0-150,Our_Method_alt_Prompt_k=1000,4,11,0,0.0,indirect
SemEvalScience_SUB,0-150,Our_Method_direct_k1000_clawback0,1,93,86,0.9247311827956989,direct
SemEvalScience_SUB,0-150,Our_Method_direct_k1000_clawback0,2,87,84,0.9655172413793104,indirect
SemEvalScience_SUB,0-150,Our_Method_direct_k1000_clawback0,3,51,49,0.9607843137254902,indirect
SemEvalScience_SUB,0-150,Our_Method_direct_k1000_clawback0,4,11,11,1.0,indirect
SemEvalScience_SUB,0-150,Our_Method_full_json_k1000_clawback0,1,93,76,0.8172043010752689,direct
SemEvalScience_SUB,0-150,Our_Method_full_json_k1000_clawback0,2,87,76,0.8735632183908046,indirect
SemEvalScience_SUB,0-150,Our_Method_full_json_k1000_clawback0,3,51,48,0.9411764705882353,indirect
SemEvalScience_SUB,0-150,Our_Method_full_json_k1000_clawback0,4,11,11,1.0,indirect
SemEvalScience_SUB,0-150,Our_Method_full_k1000_clawback0,1,93,79,0.8494623655913979,direct
SemEvalScience_SUB,0-150,Our_Method_full_k1000_clawback0,2,87,75,0.8620689655172413,indirect
SemEvalScience_SUB,0-150,Our_Method_full_k1000_clawback0,3,51,40,0.7843137254901961,indirect
SemEvalScience_SUB,0-150,Our_Method_full_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_isa_k1000_clawback0,1,93,78,0.8387096774193549,direct
SemEvalScience_SUB,0-150,Our_Method_isa_k1000_clawback0,2,87,74,0.8505747126436781,indirect
SemEvalScience_SUB,0-150,Our_Method_isa_k1000_clawback0,3,51,39,0.7647058823529411,indirect
SemEvalScience_SUB,0-150,Our_Method_isa_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback0,1,93,78,0.8387096774193549,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback0,2,87,75,0.8620689655172413,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback0,3,51,40,0.7843137254901961,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback10,1,93,76,0.8172043010752689,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback10,2,87,68,0.7816091954022989,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback10,3,51,33,0.6470588235294118,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback10,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback100,1,93,66,0.7096774193548387,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback100,2,87,63,0.7241379310344828,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback100,3,51,29,0.5686274509803921,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback100,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback25,1,93,72,0.7741935483870968,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback25,2,87,65,0.7471264367816092,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback25,3,51,32,0.6274509803921569,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback25,4,11,3,0.2727272727272727,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback5,1,93,76,0.8172043010752689,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback5,2,87,68,0.7816091954022989,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback5,3,51,33,0.6470588235294118,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback5,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback50,1,93,72,0.7741935483870968,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback50,2,87,64,0.735632183908046,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback50,3,51,30,0.5882352941176471,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback50,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback75,1,93,69,0.7419354838709677,direct
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback75,2,87,64,0.735632183908046,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback75,3,51,30,0.5882352941176471,indirect
SemEvalScience_SUB,0-150,Our_Method_k1000_clawback75,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,1,93,30,0.3225806451612903,direct
SemEvalScience_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,2,87,29,0.3333333333333333,indirect
SemEvalScience_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,3,51,6,0.11764705882352941,indirect
SemEvalScience_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,4,11,0,0.0,indirect
SemEvalScience_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,1,93,79,0.8494623655913979,direct
SemEvalScience_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,2,87,75,0.8620689655172413,indirect
SemEvalScience_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,3,51,40,0.7843137254901961,indirect
SemEvalScience_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_no_example_k1000_clawback0,1,93,78,0.8387096774193549,direct
SemEvalScience_SUB,0-150,Our_Method_no_example_k1000_clawback0,2,87,75,0.8620689655172413,indirect
SemEvalScience_SUB,0-150,Our_Method_no_example_k1000_clawback0,3,51,40,0.7843137254901961,indirect
SemEvalScience_SUB,0-150,Our_Method_no_example_k1000_clawback0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,1,93,80,0.8602150537634409,direct
SemEvalScience_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,2,87,75,0.8620689655172413,indirect
SemEvalScience_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,3,51,42,0.8235294117647058,indirect
SemEvalScience_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,1,93,78,0.8387096774193549,direct
SemEvalScience_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,2,87,73,0.8390804597701149,indirect
SemEvalScience_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,3,51,39,0.7647058823529411,indirect
SemEvalScience_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,4,11,7,0.6363636363636364,indirect
SemEvalScience_SUB,0-150,Our_Method_oneway_k1000_clawback0,1,93,77,0.8279569892473119,direct
SemEvalScience_SUB,0-150,Our_Method_oneway_k1000_clawback0,2,87,74,0.8505747126436781,indirect
SemEvalScience_SUB,0-150,Our_Method_oneway_k1000_clawback0,3,51,39,0.7647058823529411,indirect
SemEvalScience_SUB,0-150,Our_Method_oneway_k1000_clawback0,4,11,6,0.5454545454545454,indirect
SemEvalScience_SUB,0-150,SBU_Batch,1,93,92,0.989247311827957,direct
SemEvalScience_SUB,0-150,SBU_Batch,2,87,87,1.0,indirect
SemEvalScience_SUB,0-150,SBU_Batch,3,51,51,1.0,indirect
SemEvalScience_SUB,0-150,SBU_Batch,4,11,11,1.0,indirect
SemEvalScience_SUB,0-150,SBU_Embedding,1,93,28,0.3010752688172043,direct
SemEvalScience_SUB,0-150,SBU_Embedding,2,87,9,0.10344827586206896,indirect
SemEvalScience_SUB,0-150,SBU_Embedding,3,51,2,0.0392156862745098,indirect
SemEvalScience_SUB,0-150,SBU_Embedding,4,11,0,0.0,indirect
SemEvalScience_SUB,0-150,TaxoLLaMA_PPL15.0,1,93,42,0.45161290322580644,direct
SemEvalScience_SUB,0-150,TaxoLLaMA_PPL15.0,2,87,39,0.4482758620689655,indirect
SemEvalScience_SUB,0-150,TaxoLLaMA_PPL15.0,3,51,36,0.7058823529411765,indirect
SemEvalScience_SUB,0-150,TaxoLLaMA_PPL15.0,4,11,5,0.45454545454545453,indirect
SemEvalScience_SUB,0-150,Vector,1,93,18,0.1935483870967742,direct
SemEvalScience_SUB,0-150,Vector,2,87,1,0.011494252873563218,indirect
SemEvalScience_SUB,0-150,Vector,3,51,1,0.0196078431372549,indirect
SemEvalScience_SUB,0-150,Vector,4,11,0,0.0,indirect
WordNetFood_SUB,0-150,Density_m1,1,104,89,0.8557692307692307,direct
WordNetFood_SUB,0-150,Density_m1,2,96,89,0.9270833333333334,indirect
WordNetFood_SUB,0-150,Density_m1,3,71,65,0.9154929577464789,indirect
WordNetFood_SUB,0-150,Density_m1,4,43,38,0.8837209302325582,indirect
WordNetFood_SUB,0-150,Density_m1,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Density_m1,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Density_m10,1,104,71,0.6826923076923077,direct
WordNetFood_SUB,0-150,Density_m10,2,96,63,0.65625,indirect
WordNetFood_SUB,0-150,Density_m10,3,71,48,0.676056338028169,indirect
WordNetFood_SUB,0-150,Density_m10,4,43,26,0.6046511627906976,indirect
WordNetFood_SUB,0-150,Density_m10,5,20,14,0.7,indirect
WordNetFood_SUB,0-150,Density_m10,6,5,4,0.8,indirect
WordNetFood_SUB,0-150,Density_m100,1,104,68,0.6538461538461539,direct
WordNetFood_SUB,0-150,Density_m100,2,96,71,0.7395833333333334,indirect
WordNetFood_SUB,0-150,Density_m100,3,71,54,0.7605633802816901,indirect
WordNetFood_SUB,0-150,Density_m100,4,43,32,0.7441860465116279,indirect
WordNetFood_SUB,0-150,Density_m100,5,20,16,0.8,indirect
WordNetFood_SUB,0-150,Density_m100,6,5,3,0.6,indirect
WordNetFood_SUB,0-150,Density_m2,1,104,84,0.8076923076923077,direct
WordNetFood_SUB,0-150,Density_m2,2,96,89,0.9270833333333334,indirect
WordNetFood_SUB,0-150,Density_m2,3,71,65,0.9154929577464789,indirect
WordNetFood_SUB,0-150,Density_m2,4,43,38,0.8837209302325582,indirect
WordNetFood_SUB,0-150,Density_m2,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Density_m2,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Density_m25,1,104,72,0.6923076923076923,direct
WordNetFood_SUB,0-150,Density_m25,2,96,75,0.78125,indirect
WordNetFood_SUB,0-150,Density_m25,3,71,58,0.8169014084507042,indirect
WordNetFood_SUB,0-150,Density_m25,4,43,32,0.7441860465116279,indirect
WordNetFood_SUB,0-150,Density_m25,5,20,16,0.8,indirect
WordNetFood_SUB,0-150,Density_m25,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Density_m5,1,104,70,0.6730769230769231,direct
WordNetFood_SUB,0-150,Density_m5,2,96,65,0.6770833333333334,indirect
WordNetFood_SUB,0-150,Density_m5,3,71,46,0.647887323943662,indirect
WordNetFood_SUB,0-150,Density_m5,4,43,26,0.6046511627906976,indirect
WordNetFood_SUB,0-150,Density_m5,5,20,11,0.55,indirect
WordNetFood_SUB,0-150,Density_m5,6,5,3,0.6,indirect
WordNetFood_SUB,0-150,Density_m50,1,104,67,0.6442307692307693,direct
WordNetFood_SUB,0-150,Density_m50,2,96,64,0.6666666666666666,indirect
WordNetFood_SUB,0-150,Density_m50,3,71,46,0.647887323943662,indirect
WordNetFood_SUB,0-150,Density_m50,4,43,31,0.7209302325581395,indirect
WordNetFood_SUB,0-150,Density_m50,5,20,16,0.8,indirect
WordNetFood_SUB,0-150,Density_m50,6,5,4,0.8,indirect
WordNetFood_SUB,0-150,LLMZero,1,104,65,0.625,direct
WordNetFood_SUB,0-150,LLMZero,2,96,66,0.6875,indirect
WordNetFood_SUB,0-150,LLMZero,3,71,53,0.7464788732394366,indirect
WordNetFood_SUB,0-150,LLMZero,4,43,33,0.7674418604651163,indirect
WordNetFood_SUB,0-150,LLMZero,5,20,15,0.75,indirect
WordNetFood_SUB,0-150,LLMZero,6,5,4,0.8,indirect
WordNetFood_SUB,0-150,Lexical,1,104,16,0.15384615384615385,direct
WordNetFood_SUB,0-150,Lexical,2,96,2,0.020833333333333332,indirect
WordNetFood_SUB,0-150,Lexical,3,71,1,0.014084507042253521,indirect
WordNetFood_SUB,0-150,Lexical,4,43,0,0.0,indirect
WordNetFood_SUB,0-150,Lexical,5,20,0,0.0,indirect
WordNetFood_SUB,0-150,Lexical,6,5,0,0.0,indirect
WordNetFood_SUB,0-150,OurMethod,1,104,87,0.8365384615384616,direct
WordNetFood_SUB,0-150,OurMethod,2,96,87,0.90625,indirect
WordNetFood_SUB,0-150,OurMethod,3,71,66,0.9295774647887324,indirect
WordNetFood_SUB,0-150,OurMethod,4,43,40,0.9302325581395349,indirect
WordNetFood_SUB,0-150,OurMethod,5,20,20,1.0,indirect
WordNetFood_SUB,0-150,OurMethod,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_k1000_clawback0,1,104,70,0.6730769230769231,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_k1000_clawback0,2,96,62,0.6458333333333334,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_k1000_clawback0,3,71,41,0.5774647887323944,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_k1000_clawback0,4,43,19,0.4418604651162791,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_k1000_clawback0,5,20,9,0.45,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_k1000_clawback0,6,5,2,0.4,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,104,83,0.7980769230769231,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,96,81,0.84375,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,3,71,65,0.9154929577464789,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,4,43,39,0.9069767441860465,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,104,86,0.8269230769230769,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,96,84,0.875,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,3,71,65,0.9154929577464789,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,4,43,38,0.8837209302325582,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,104,86,0.8269230769230769,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,96,85,0.8854166666666666,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,3,71,67,0.9436619718309859,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,4,43,39,0.9069767441860465,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,104,88,0.8461538461538461,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,96,87,0.90625,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,3,71,67,0.9436619718309859,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,4,43,39,0.9069767441860465,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,104,86,0.8269230769230769,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,96,86,0.8958333333333334,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,3,71,67,0.9436619718309859,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,4,43,39,0.9069767441860465,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,104,84,0.8076923076923077,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,96,84,0.875,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,3,71,66,0.9295774647887324,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,4,43,38,0.8837209302325582,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,1,104,89,0.8557692307692307,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,2,96,85,0.8854166666666666,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,3,71,64,0.9014084507042254,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,4,43,38,0.8837209302325582,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,104,86,0.8269230769230769,direct
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,96,85,0.8854166666666666,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,3,71,66,0.9295774647887324,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,4,43,38,0.8837209302325582,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,6,5,5,1.0,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,1,104,89,0.8557692307692307,direct
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,2,96,89,0.9270833333333334,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,3,71,66,0.9295774647887324,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,4,43,39,0.9069767441860465,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,6,5,4,0.8,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k=1000,1,104,37,0.3557692307692308,direct
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k=1000,2,96,34,0.3541666666666667,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k=1000,3,71,19,0.2676056338028169,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k=1000,4,43,10,0.23255813953488372,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k=1000,5,20,5,0.25,indirect
WordNetFood_SUB,0-150,Our_Method_alt_Prompt_k=1000,6,5,0,0.0,indirect
WordNetFood_SUB,0-150,Our_Method_direct_k1000_clawback0,1,104,98,0.9423076923076923,direct
WordNetFood_SUB,0-150,Our_Method_direct_k1000_clawback0,2,96,92,0.9583333333333334,indirect
WordNetFood_SUB,0-150,Our_Method_direct_k1000_clawback0,3,71,68,0.9577464788732394,indirect
WordNetFood_SUB,0-150,Our_Method_direct_k1000_clawback0,4,43,40,0.9302325581395349,indirect
WordNetFood_SUB,0-150,Our_Method_direct_k1000_clawback0,5,20,19,0.95,indirect
WordNetFood_SUB,0-150,Our_Method_direct_k1000_clawback0,6,5,5,1.0,indirect
