Dataset,Method,syn_count,n_nodes,gt_incident,gt_recovered,pred_incident,pred_correct,recall,precision,f1
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback0_gemini31b,1,100,536,512,774,512,0.9552238805970149,0.661498708010336,0.7816793893129772
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback0_gemma4b,1,102,536,460,881,368,0.8582089552238806,0.4177071509648127,0.5619178500534432
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback0_gemma4b,2,3,0,0,73,32,,0.4383561643835616,
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback10,1,100,536,446,918,446,0.832089552238806,0.485838779956427,0.6134800550206327
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback100,1,100,536,422,848,422,0.7873134328358209,0.49764150943396224,0.6098265895953757
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback25,1,102,536,456,756,364,0.8507462686567164,0.48148148148148145,0.6149377593360996
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback25,2,3,0,0,52,32,,0.6153846153846154,
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback5,1,100,536,446,926,446,0.832089552238806,0.4816414686825054,0.6101231190150479
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback50,1,100,536,436,874,436,0.8134328358208955,0.4988558352402746,0.6184397163120567
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback75,1,100,536,432,864,432,0.8059701492537313,0.5,0.6171428571428571
LLMs4OL_OBI_SUB,Our_Method_k25_clawback0,1,104,536,468,1021,392,0.8731343283582089,0.38393731635651324,0.5333488385615025
LLMs4OL_OBI_SUB,Our_Method_k25_clawback0,2,3,0,0,17,4,,0.23529411764705882,
LLMs4OL_OBI_SUB,Our_Method_k25_clawback0,3,1,0,0,18,16,,0.8888888888888888,
LLMs4OL_OBI_SUB,Our_Method_k=10,1,101,536,512,1490,505,0.9552238805970149,0.3389261744966443,0.5003289600990751
LLMs4OL_OBI_SUB,Our_Method_k=10,2,1,0,0,4,1,,0.25,
LLMs4OL_OBI_SUB,Our_Method_k=100,1,100,536,448,716,448,0.835820895522388,0.6256983240223464,0.7156549520766773
LLMs4OL_OBI_SUB,Our_Method_legacy_json_k1000_clawback0,1,100,536,242,386,242,0.45149253731343286,0.6269430051813472,0.5249457700650759
LLMs4OL_OBI_SUB,Our_Method_no_conversational_k1000_clawback0,1,100,536,450,770,450,0.8395522388059702,0.5844155844155844,0.6891271056661561
LLMs4OL_OBI_SUB,Our_Method_no_example_k1000_clawback0,1,100,536,442,732,442,0.8246268656716418,0.6038251366120219,0.6971608832807572
LLMs4OL_OBI_SUB,Our_Method_no_quantifier_k1000_clawback0,1,101,536,460,797,453,0.8582089552238806,0.5683814303638645,0.6838543683585263
LLMs4OL_OBI_SUB,Our_Method_no_quantifier_k1000_clawback0,2,1,0,0,3,1,,0.3333333333333333,
LLMs4OL_OBI_SUB,Our_Method_no_restriction_k1000_clawback0,1,100,536,440,724,440,0.8208955223880597,0.6077348066298343,0.6984126984126985
LLMs4OL_OBI_SUB,Our_Method_oneway_k1000_clawback0,1,100,536,446,758,446,0.832089552238806,0.5883905013192612,0.6893353941267387
LLMs4OL_OBI_SUB,SBU_Batch,1,100,536,122,188,122,0.22761194029850745,0.648936170212766,0.3370165745856354
LLMs4OL_OBI_SUB,SBU_Embedding,1,112,536,82,390,82,0.15298507462686567,0.21025641025641026,0.17710583153347734
LLMs4OL_OBI_SUB,SingleCall,1,100,536,272,360,272,0.5074626865671642,0.7555555555555555,0.6071428571428571
LLMs4OL_OBI_SUB,SingleCall_gemini31b,1,100,536,450,602,450,0.8395522388059702,0.7475083056478405,0.7908611599297013
LLMs4OL_OBI_SUB,SingleCall_gemma4b,1,100,536,310,572,310,0.5783582089552238,0.541958041958042,0.5595667870036101
LLMs4OL_OBI_SUB,SingleCall_matched,1,100,536,300,460,300,0.5597014925373134,0.6521739130434783,0.6024096385542168
LLMs4OL_OBI_SUB,SingleCall_nomerge,1,100,536,272,360,272,0.5074626865671642,0.7555555555555555,0.6071428571428571
LLMs4OL_OBI_SUB,TaxoLLaMA_PPL15.0,1,100,536,116,442,116,0.21641791044776118,0.26244343891402716,0.23721881390593047
LLMs4OL_OBI_SUB,Vector,1,100,536,88,134,88,0.16417910447761194,0.6567164179104478,0.2626865671641791
LLMs4OL_PO_FULL,LLMZero,1,1162,8180,0,0,0,0.0,,
LLMs4OL_PO_FULL,Lexical,1,1162,8180,1038,3002,1038,0.12689486552567236,0.3457694870086609,0.18565551779645859
LLMs4OL_PO_FULL,OurMethod,1,1206,8180,6202,19553,4280,0.7581907090464548,0.2188922415997545,0.33970926164155074
LLMs4OL_PO_FULL,OurMethod,2,41,0,0,1706,578,,0.3388042203985932,
LLMs4OL_PO_FULL,OurMethod,3,5,0,0,65,7,,0.1076923076923077,
LLMs4OL_PO_FULL,OurMethod,4,1,0,0,28,1,,0.03571428571428571,
LLMs4OL_PO_FULL,Our_Method_k=1000,1,1204,8180,6232,18866,4242,0.7618581907090465,0.22484893459132832,0.34722157790936764
LLMs4OL_PO_FULL,Our_Method_k=1000,2,42,0,0,1746,646,,0.3699885452462772,
LLMs4OL_PO_FULL,Our_Method_k=1000,3,3,0,0,50,1,,0.02,
LLMs4OL_PO_FULL,Our_Method_k=1000,4,1,0,0,74,1,,0.013513513513513514,
LLMs4OL_PO_FULL,Our_Method_k=1000,5,1,0,0,22,2,,0.09090909090909091,
LLMs4OL_PO_FULL,SBU_Batch,1,1174,8180,380,754,380,0.04645476772616137,0.5039787798408488,0.0850682784866801
LLMs4OL_PO_FULL,SBU_Embedding,1,1215,8180,548,4964,548,0.06699266503667482,0.11039484286865431,0.08338405356055996
LLMs4OL_PO_FULL,Vector,1,1162,8180,1368,26686,1368,0.16723716381418094,0.051262834445027355,0.07847186370676304
LLMs4OL_PO_SUB,Density_m1,1,102,638,502,603,325,0.786833855799373,0.538971807628524,0.63973367630221
LLMs4OL_PO_SUB,Density_m1,2,4,0,0,101,49,,0.48514851485148514,
LLMs4OL_PO_SUB,Density_m1,3,1,0,0,2,0,,0.0,
LLMs4OL_PO_SUB,Density_m10,1,101,638,330,595,325,0.5172413793103449,0.5462184873949579,0.5313351498637602
LLMs4OL_PO_SUB,Density_m10,2,1,0,0,3,1,,0.3333333333333333,
LLMs4OL_PO_SUB,Density_m100,1,100,638,410,416,266,0.6426332288401254,0.6394230769230769,0.6410241339179706
LLMs4OL_PO_SUB,Density_m100,2,1,0,0,94,48,,0.5106382978723404,
LLMs4OL_PO_SUB,Density_m2,1,103,638,472,832,441,0.7398119122257053,0.5300480769230769,0.6176049087472665
LLMs4OL_PO_SUB,Density_m2,2,3,0,0,8,1,,0.125,
LLMs4OL_PO_SUB,Density_m25,1,101,638,336,533,321,0.5266457680250783,0.6022514071294559,0.5619168190556572
LLMs4OL_PO_SUB,Density_m25,2,1,0,0,3,3,,1.0,
LLMs4OL_PO_SUB,Density_m5,1,101,638,376,626,364,0.5893416927899686,0.5814696485623003,0.5853792065148585
LLMs4OL_PO_SUB,Density_m5,2,1,0,0,2,2,,1.0,
LLMs4OL_PO_SUB,Density_m50,1,100,638,436,622,436,0.6833855799373041,0.7009646302250804,0.6920634920634922
LLMs4OL_PO_SUB,LLMZero,1,101,638,334,785,327,0.5235109717868338,0.41656050955414015,0.46395194725752736
LLMs4OL_PO_SUB,LLMZero,3,1,0,0,3,1,,0.3333333333333333,
LLMs4OL_PO_SUB,Lexical,1,98,638,52,92,52,0.08150470219435736,0.5652173913043478,0.14246575342465753
LLMs4OL_PO_SUB,OurMethod,1,101,638,532,841,365,0.8338557993730408,0.4340071343638526,0.5708808993917229
LLMs4OL_PO_SUB,OurMethod,2,3,0,0,109,51,,0.46788990825688076,
LLMs4OL_PO_SUB,Our_Method_+restructure_k1000_clawback0,1,101,638,530,651,352,0.8307210031347962,0.5407066052227343,0.6550492796775315
LLMs4OL_PO_SUB,Our_Method_+restructure_k1000_clawback0,2,4,0,0,41,4,,0.0975609756097561,
LLMs4OL_PO_SUB,Our_Method_+restructure_k1000_clawback0,3,1,0,0,90,48,,0.5333333333333333,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,101,638,550,620,375,0.8620689655172413,0.6048387096774194,0.7109004739336494
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,4,0,0,36,4,,0.1111111111111111,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,3,1,0,0,86,47,,0.5465116279069767,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,101,638,536,631,360,0.8401253918495298,0.5705229793977813,0.6795610463887753
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,4,0,0,38,4,,0.10526315789473684,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,3,1,0,0,87,48,,0.5517241379310345,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,102,638,544,704,375,0.8526645768025078,0.5326704545454546,0.6557103046160078
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,4,0,0,29,1,,0.034482758620689655,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,3,1,0,0,87,48,,0.5517241379310345,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,102,638,558,706,380,0.8746081504702194,0.5382436260623229,0.6663859155106633
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,4,0,0,29,4,,0.13793103448275862,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,3,1,0,0,87,48,,0.5517241379310345,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,102,638,542,759,373,0.8495297805642633,0.4914361001317523,0.6226699848464315
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,4,0,0,38,2,,0.05263157894736842,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,3,1,0,0,87,47,,0.5402298850574713,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,102,638,554,693,376,0.8683385579937304,0.5425685425685426,0.6678443756913163
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,4,0,0,38,4,,0.10526315789473684,
LLMs4OL_PO_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,3,1,0,0,87,48,,0.5517241379310345,
LLMs4OL_PO_SUB,Our_Method_+restructure_ranked_k1000_clawback0,1,101,638,520,676,351,0.8150470219435737,0.5192307692307693,0.6343469028148014
LLMs4OL_PO_SUB,Our_Method_+restructure_ranked_k1000_clawback0,2,3,0,0,96,51,,0.53125,
LLMs4OL_PO_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,102,638,522,663,355,0.8181818181818182,0.5354449472096531,0.6472852512155591
LLMs4OL_PO_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,4,0,0,35,2,,0.05714285714285714,
LLMs4OL_PO_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,3,1,0,0,86,47,,0.5465116279069767,
LLMs4OL_PO_SUB,Our_Method_alt_Prompt_k1000_clawback0,1,100,638,544,1082,390,0.8526645768025078,0.36044362292051757,0.5066943068538431
LLMs4OL_PO_SUB,Our_Method_alt_Prompt_k1000_clawback0,2,2,0,0,120,50,,0.4166666666666667,
LLMs4OL_PO_SUB,Our_Method_alt_Prompt_k=1000,1,99,638,288,638,288,0.45141065830721006,0.45141065830721006,0.45141065830721006
LLMs4OL_PO_SUB,Our_Method_direct_k1000_clawback0,1,100,638,556,933,402,0.8714733542319749,0.43086816720257237,0.5766384941642674
LLMs4OL_PO_SUB,Our_Method_direct_k1000_clawback0,2,2,0,0,99,50,,0.5050505050505051,
LLMs4OL_PO_SUB,Our_Method_full_json_k1000_clawback0,1,103,638,500,486,288,0.7836990595611285,0.5925925925925926,0.6748776784207863
LLMs4OL_PO_SUB,Our_Method_full_json_k1000_clawback0,2,4,0,0,20,6,,0.3,
LLMs4OL_PO_SUB,Our_Method_full_json_k1000_clawback0,5,1,0,0,84,48,,0.5714285714285714,
LLMs4OL_PO_SUB,Our_Method_full_k1000_clawback0,1,102,638,514,955,481,0.8056426332288401,0.5036649214659686,0.619829820945963
LLMs4OL_PO_SUB,Our_Method_full_k1000_clawback0,2,3,0,0,15,1,,0.06666666666666667,
LLMs4OL_PO_SUB,Our_Method_isa_k1000_clawback0,1,101,638,512,916,494,0.8025078369905956,0.5393013100436681,0.6450895475946358
LLMs4OL_PO_SUB,Our_Method_isa_k1000_clawback0,2,2,0,0,6,0,,0.0,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback0,1,99,638,586,1018,586,0.9184952978056427,0.5756385068762279,0.7077294685990336
LLMs4OL_PO_SUB,Our_Method_k1000_clawback0_gemini31b,1,99,638,588,980,588,0.9216300940438872,0.6,0.726823238566131
LLMs4OL_PO_SUB,Our_Method_k1000_clawback0_gemma4b,1,102,638,558,715,380,0.8746081504702194,0.5314685314685315,0.6611683634492759
LLMs4OL_PO_SUB,Our_Method_k1000_clawback0_gemma4b,2,4,0,0,38,4,,0.10526315789473684,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback0_gemma4b,3,1,0,0,87,48,,0.5517241379310345,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback10,1,100,638,524,718,363,0.8213166144200627,0.5055710306406686,0.6258764843886244
LLMs4OL_PO_SUB,Our_Method_k1000_clawback10,2,2,0,0,94,49,,0.5212765957446809,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback100,1,100,638,510,613,349,0.799373040752351,0.5693311582381729,0.6650202132667777
LLMs4OL_PO_SUB,Our_Method_k1000_clawback100,2,2,0,0,93,49,,0.5268817204301075,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback15,1,101,638,528,752,363,0.8275862068965517,0.48271276595744683,0.609763779527559
LLMs4OL_PO_SUB,Our_Method_k1000_clawback15,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback2,1,101,638,528,752,363,0.8275862068965517,0.48271276595744683,0.609763779527559
LLMs4OL_PO_SUB,Our_Method_k1000_clawback2,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback20,1,101,638,528,752,363,0.8275862068965517,0.48271276595744683,0.609763779527559
LLMs4OL_PO_SUB,Our_Method_k1000_clawback20,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback25,1,102,638,548,688,376,0.8589341692789969,0.5465116279069767,0.6679980288922894
LLMs4OL_PO_SUB,Our_Method_k1000_clawback25,2,4,0,0,35,2,,0.05714285714285714,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback25,3,1,0,0,87,48,,0.5517241379310345,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback30,1,101,638,528,742,363,0.8275862068965517,0.48921832884097033,0.6149285336156697
LLMs4OL_PO_SUB,Our_Method_k1000_clawback30,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback4,1,101,638,528,752,363,0.8275862068965517,0.48271276595744683,0.609763779527559
LLMs4OL_PO_SUB,Our_Method_k1000_clawback4,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback40,1,101,638,528,742,363,0.8275862068965517,0.48921832884097033,0.6149285336156697
LLMs4OL_PO_SUB,Our_Method_k1000_clawback40,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback5,1,100,638,534,738,373,0.8369905956112853,0.505420054200542,0.6302569668357418
LLMs4OL_PO_SUB,Our_Method_k1000_clawback5,2,2,0,0,94,49,,0.5212765957446809,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback50,1,100,638,520,643,359,0.8150470219435737,0.5583203732503889,0.662688453360123
LLMs4OL_PO_SUB,Our_Method_k1000_clawback50,2,2,0,0,93,49,,0.5268817204301075,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback6,1,101,638,528,752,363,0.8275862068965517,0.48271276595744683,0.609763779527559
LLMs4OL_PO_SUB,Our_Method_k1000_clawback6,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback75,1,100,638,514,625,353,0.8056426332288401,0.5648,0.664058382619898
LLMs4OL_PO_SUB,Our_Method_k1000_clawback75,2,2,0,0,93,49,,0.5268817204301075,
LLMs4OL_PO_SUB,Our_Method_k1000_clawback8,1,101,638,528,752,363,0.8275862068965517,0.48271276595744683,0.609763779527559
LLMs4OL_PO_SUB,Our_Method_k1000_clawback8,2,3,0,0,102,49,,0.4803921568627451,
LLMs4OL_PO_SUB,Our_Method_k25_clawback0,1,101,638,552,989,323,0.8652037617554859,0.32659251769464104,0.47419022821747814
LLMs4OL_PO_SUB,Our_Method_k25_clawback0,2,2,0,0,14,2,,0.14285714285714285,
LLMs4OL_PO_SUB,Our_Method_k25_clawback0,4,1,0,0,89,47,,0.5280898876404494,
LLMs4OL_PO_SUB,Our_Method_legacy_json_k1000_clawback0,1,98,638,230,736,230,0.3605015673981191,0.3125,0.33478893740902477
LLMs4OL_PO_SUB,Our_Method_no_conversational_k1000_clawback0,1,101,638,526,700,351,0.8244514106583072,0.5014285714285714,0.6235911223397249
LLMs4OL_PO_SUB,Our_Method_no_conversational_k1000_clawback0,2,3,0,0,106,55,,0.5188679245283019,
LLMs4OL_PO_SUB,Our_Method_no_example_k1000_clawback0,1,101,638,524,946,514,0.8213166144200627,0.5433403805496829,0.654017065791199
LLMs4OL_PO_SUB,Our_Method_no_example_k1000_clawback0,2,2,0,0,14,0,,0.0,
LLMs4OL_PO_SUB,Our_Method_no_quantifier_k1000_clawback0,1,100,638,516,817,365,0.8087774294670846,0.4467564259485924,0.5755743060500396
LLMs4OL_PO_SUB,Our_Method_no_quantifier_k1000_clawback0,2,2,0,0,105,49,,0.4666666666666667,
LLMs4OL_PO_SUB,Our_Method_no_restriction_k1000_clawback0,1,101,638,524,718,356,0.8213166144200627,0.4958217270194986,0.6183505701405463
LLMs4OL_PO_SUB,Our_Method_no_restriction_k1000_clawback0,2,4,0,0,102,50,,0.49019607843137253,
LLMs4OL_PO_SUB,Our_Method_oneway_k1000_clawback0,1,104,638,496,444,303,0.7774294670846394,0.6824324324324325,0.7268400969197509
LLMs4OL_PO_SUB,Our_Method_oneway_k1000_clawback0,2,6,0,0,136,57,,0.41911764705882354,
LLMs4OL_PO_SUB,SBU_Batch,1,100,638,396,638,396,0.6206896551724138,0.6206896551724138,0.6206896551724138
LLMs4OL_PO_SUB,SBU_Embedding,1,108,638,82,420,82,0.12852664576802508,0.19523809523809524,0.15500945179584125
LLMs4OL_PO_SUB,SingleCall,1,99,638,200,360,200,0.31347962382445144,0.5555555555555556,0.40080160320641284
LLMs4OL_PO_SUB,SingleCall_gemini31b,1,99,638,536,870,536,0.8401253918495298,0.6160919540229886,0.7108753315649868
LLMs4OL_PO_SUB,SingleCall_gemma4b,1,99,638,390,588,390,0.6112852664576802,0.6632653061224489,0.6362153344208809
LLMs4OL_PO_SUB,SingleCall_matched,1,100,638,420,400,267,0.658307210031348,0.6675,0.662871734851306
LLMs4OL_PO_SUB,SingleCall_matched,2,1,0,0,90,51,,0.5666666666666667,
LLMs4OL_PO_SUB,SingleCall_nomerge,1,99,638,200,360,200,0.31347962382445144,0.5555555555555556,0.40080160320641284
LLMs4OL_PO_SUB,TaxoLLaMA_PPL15.0,1,100,638,108,444,108,0.16927899686520376,0.24324324324324326,0.19963031423290203
LLMs4OL_PO_SUB,Vector,1,98,638,84,200,84,0.13166144200626959,0.42,0.20047732696897375
LLMs4OL_PROCO_FULL,Our_Method_k=1000,1,534,3658,2748,7569,2529,0.7512301804264625,0.3341260404280618,0.46253121475330977
LLMs4OL_PROCO_FULL,Our_Method_k=1000,2,13,0,0,203,22,,0.10837438423645321,
LLMs4OL_PROCO_FULL,Our_Method_k=1000,3,4,0,0,60,9,,0.15,
LLMs4OL_PROCO_FULL,SBU_Batch,1,537,3658,474,1076,474,0.12957900492072172,0.44052044609665425,0.20025348542458807
LLMs4OL_SWEET_FULL,LLMZero,1,7255,53932,0,0,0,0.0,,
LLMs4OL_SchemaOrg_FULL,Our_Method_k=1000,1,549,1824,1574,3529,1549,0.8629385964912281,0.4389345423632757,0.5818901191428854
LLMs4OL_SchemaOrg_FULL,Our_Method_k=1000,2,4,0,0,21,15,,0.7142857142857143,
LLMs4OL_SchemaOrg_FULL,SBU_Batch,1,553,1824,660,986,660,0.3618421052631579,0.6693711967545639,0.4697508896797153
LLMs4OL_SchemaOrg_SUB,Density_m1,1,102,288,236,560,236,0.8194444444444444,0.42142857142857143,0.5566037735849056
LLMs4OL_SchemaOrg_SUB,Density_m10,1,102,288,212,402,212,0.7361111111111112,0.527363184079602,0.6144927536231884
LLMs4OL_SchemaOrg_SUB,Density_m100,1,102,288,178,321,172,0.6180555555555556,0.5358255451713395,0.5740105367755968
LLMs4OL_SchemaOrg_SUB,Density_m100,2,1,0,0,3,2,,0.6666666666666666,
LLMs4OL_SchemaOrg_SUB,Density_m2,1,101,288,208,380,208,0.7222222222222222,0.5473684210526316,0.6227544910179641
LLMs4OL_SchemaOrg_SUB,Density_m2,2,1,0,0,2,0,,0.0,
LLMs4OL_SchemaOrg_SUB,Density_m25,1,102,288,174,288,165,0.6041666666666666,0.5729166666666666,0.5881268436578171
LLMs4OL_SchemaOrg_SUB,Density_m25,2,1,0,0,3,2,,0.6666666666666666,
LLMs4OL_SchemaOrg_SUB,Density_m25,6,1,0,0,3,1,,0.3333333333333333,
LLMs4OL_SchemaOrg_SUB,Density_m5,1,102,288,214,320,184,0.7430555555555556,0.575,0.6483140147523709
LLMs4OL_SchemaOrg_SUB,Density_m5,2,1,0,0,14,12,,0.8571428571428571,
LLMs4OL_SchemaOrg_SUB,Density_m50,1,101,288,188,278,182,0.6527777777777778,0.6546762589928058,0.6537256400458541
LLMs4OL_SchemaOrg_SUB,Density_m50,2,2,0,0,4,2,,0.5,
LLMs4OL_SchemaOrg_SUB,LLMZero,1,100,288,160,236,160,0.5555555555555556,0.6779661016949152,0.6106870229007634
LLMs4OL_SchemaOrg_SUB,Lexical,1,98,288,68,82,68,0.2361111111111111,0.8292682926829268,0.3675675675675676
LLMs4OL_SchemaOrg_SUB,OurMethod,1,101,288,256,490,256,0.8888888888888888,0.5224489795918368,0.6580976863753214
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_k1000_clawback0,1,102,288,198,398,195,0.6875,0.4899497487437186,0.5721525740197386
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,102,288,216,406,213,0.75,0.5246305418719212,0.617391304347826
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,102,288,216,400,213,0.75,0.5325,0.6228070175438596
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,102,288,212,410,209,0.7361111111111112,0.5097560975609756,0.6023709826526729
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,102,288,210,406,207,0.7291666666666666,0.5098522167487685,0.6000993953449846
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,102,288,216,406,213,0.75,0.5246305418719212,0.617391304347826
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,102,288,212,398,209,0.7361111111111112,0.5251256281407035,0.6129710586021804
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_ranked_k1000_clawback0,1,101,288,212,314,212,0.7361111111111112,0.6751592356687898,0.7043189368770765
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,102,288,218,414,215,0.7569444444444444,0.5193236714975845,0.6160134584549063
LLMs4OL_SchemaOrg_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_alt_Prompt_k1000_clawback0,1,103,288,260,494,256,0.9027777777777778,0.5182186234817814,0.6584622690039967
LLMs4OL_SchemaOrg_SUB,Our_Method_alt_Prompt_k1000_clawback0,2,1,0,0,2,0,,0.0,
LLMs4OL_SchemaOrg_SUB,Our_Method_alt_Prompt_k=1000,1,99,288,88,170,88,0.3055555555555556,0.5176470588235295,0.38427947598253276
LLMs4OL_SchemaOrg_SUB,Our_Method_direct_k1000_clawback0,1,102,288,274,560,274,0.9513888888888888,0.48928571428571427,0.6462264150943396
LLMs4OL_SchemaOrg_SUB,Our_Method_full_json_k1000_clawback0,1,102,288,216,412,216,0.75,0.5242718446601942,0.6171428571428571
LLMs4OL_SchemaOrg_SUB,Our_Method_full_k1000_clawback0,1,101,288,264,500,264,0.9166666666666666,0.528,0.6700507614213198
LLMs4OL_SchemaOrg_SUB,Our_Method_isa_k1000_clawback0,1,102,288,258,550,258,0.8958333333333334,0.4690909090909091,0.6157517899761337
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback0,1,101,288,286,384,286,0.9930555555555556,0.7447916666666666,0.851190476190476
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback0_gemini31b,1,101,288,286,410,286,0.9930555555555556,0.697560975609756,0.8194842406876791
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback0_gemma4b,1,102,288,218,420,215,0.7569444444444444,0.5119047619047619,0.6107636174094344
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback0_gemma4b,2,1,0,0,4,1,,0.25,
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback10,1,103,288,258,486,253,0.8958333333333334,0.5205761316872428,0.6584952484716422
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback10,3,1,0,0,2,1,,0.5,
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback100,1,103,288,210,396,205,0.7291666666666666,0.5176767676767676,0.6054852320675105
LLMs4OL_SchemaOrg_SUB,Our_Method_k1000_clawback100,3,1,0,0,2,1,,0.5,
