Dataset,Method,syn_count,n_nodes,gt_incident,gt_recovered,pred_incident,pred_correct,recall,precision,f1
CellOntology_SUB,Our_Method_k1000_clawback0_gemma4b,1,111,1210,1060,901,603,0.8760330578512396,0.6692563817980022,0.7588102262137247
CellOntology_SUB,Our_Method_k1000_clawback0_gemma4b,2,7,0,0,124,114,,0.9193548387096774,
CellOntology_SUB,Our_Method_k1000_clawback0_gemma4b,3,1,0,0,35,15,,0.42857142857142855,
CellOntology_SUB,Our_Method_k1000_clawback10,1,110,1210,1062,965,643,0.8776859504132232,0.666321243523316,0.7575363588964201
CellOntology_SUB,Our_Method_k1000_clawback10,2,5,0,0,122,113,,0.9262295081967213,
CellOntology_SUB,Our_Method_k1000_clawback10,3,1,0,0,4,1,,0.25,
CellOntology_SUB,Our_Method_k1000_clawback10,5,1,0,0,1,1,,1.0,
CellOntology_SUB,Our_Method_k1000_clawback100,1,110,1210,1038,912,628,0.8578512396694215,0.6885964912280702,0.7639616158112106
CellOntology_SUB,Our_Method_k1000_clawback100,2,5,0,0,119,113,,0.9495798319327731,
CellOntology_SUB,Our_Method_k1000_clawback100,3,1,0,0,3,1,,0.3333333333333333,
CellOntology_SUB,Our_Method_k1000_clawback15,1,109,1210,1066,1038,647,0.8809917355371901,0.6233140655105973,0.7300836571612457
CellOntology_SUB,Our_Method_k1000_clawback15,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback15,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k1000_clawback2,1,109,1210,1066,1042,647,0.8809917355371901,0.6209213051823417,0.7284396945145915
CellOntology_SUB,Our_Method_k1000_clawback2,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback2,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k1000_clawback20,1,110,1210,1060,963,641,0.8760330578512396,0.6656282450674974,0.7564727035888643
CellOntology_SUB,Our_Method_k1000_clawback20,2,5,0,0,122,113,,0.9262295081967213,
CellOntology_SUB,Our_Method_k1000_clawback20,3,1,0,0,4,1,,0.25,
CellOntology_SUB,Our_Method_k1000_clawback20,5,1,0,0,1,1,,1.0,
CellOntology_SUB,Our_Method_k1000_clawback25,1,111,1210,1048,843,594,0.8661157024793389,0.7046263345195729,0.7770695866443973
CellOntology_SUB,Our_Method_k1000_clawback25,2,7,0,0,122,113,,0.9262295081967213,
CellOntology_SUB,Our_Method_k1000_clawback25,3,1,0,0,35,15,,0.42857142857142855,
CellOntology_SUB,Our_Method_k1000_clawback30,1,109,1210,1066,1026,647,0.8809917355371901,0.6306042884990254,0.7350603702681359
CellOntology_SUB,Our_Method_k1000_clawback30,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback30,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k1000_clawback4,1,109,1210,1066,1042,647,0.8809917355371901,0.6209213051823417,0.7284396945145915
CellOntology_SUB,Our_Method_k1000_clawback4,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback4,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k1000_clawback40,1,109,1210,1066,1024,647,0.8809917355371901,0.6318359375,0.735896426372693
CellOntology_SUB,Our_Method_k1000_clawback40,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback40,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k1000_clawback5,1,110,1210,1062,973,643,0.8776859504132232,0.6608427543679343,0.7539832037434939
CellOntology_SUB,Our_Method_k1000_clawback5,2,5,0,0,122,113,,0.9262295081967213,
CellOntology_SUB,Our_Method_k1000_clawback5,3,1,0,0,4,1,,0.25,
CellOntology_SUB,Our_Method_k1000_clawback5,5,1,0,0,1,1,,1.0,
CellOntology_SUB,Our_Method_k1000_clawback50,1,110,1210,1056,929,637,0.8727272727272727,0.6856835306781486,0.7679807100606578
CellOntology_SUB,Our_Method_k1000_clawback50,2,5,0,0,119,113,,0.9495798319327731,
CellOntology_SUB,Our_Method_k1000_clawback50,3,1,0,0,3,1,,0.3333333333333333,
CellOntology_SUB,Our_Method_k1000_clawback50,5,1,0,0,1,1,,1.0,
CellOntology_SUB,Our_Method_k1000_clawback6,1,109,1210,1066,1042,647,0.8809917355371901,0.6209213051823417,0.7284396945145915
CellOntology_SUB,Our_Method_k1000_clawback6,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback6,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k1000_clawback75,1,110,1210,1042,918,632,0.8611570247933884,0.6884531590413944,0.7651811795435479
CellOntology_SUB,Our_Method_k1000_clawback75,2,5,0,0,119,113,,0.9495798319327731,
CellOntology_SUB,Our_Method_k1000_clawback75,3,1,0,0,3,1,,0.3333333333333333,
CellOntology_SUB,Our_Method_k1000_clawback8,1,109,1210,1066,1042,647,0.8809917355371901,0.6209213051823417,0.7284396945145915
CellOntology_SUB,Our_Method_k1000_clawback8,2,5,0,0,123,109,,0.8861788617886179,
CellOntology_SUB,Our_Method_k1000_clawback8,7,1,0,0,5,2,,0.4,
CellOntology_SUB,Our_Method_k25_clawback0,1,114,1210,1092,1154,594,0.9024793388429752,0.5147313691507799,0.6555615521287498
CellOntology_SUB,Our_Method_k25_clawback0,2,8,0,0,74,23,,0.3108108108108108,
CellOntology_SUB,Our_Method_k25_clawback0,3,3,0,0,136,107,,0.7867647058823529,
CellOntology_SUB,Our_Method_legacy_json_k1000_clawback0,1,106,1210,626,986,599,0.5173553719008265,0.6075050709939148,0.5588177874348187
CellOntology_SUB,Our_Method_legacy_json_k1000_clawback0,2,2,0,0,4,3,,0.75,
CellOntology_SUB,Our_Method_legacy_vocab_fix_k1000_clawback0,1,109,1210,948,609,521,0.7834710743801653,0.8555008210180624,0.8179031614367969
CellOntology_SUB,Our_Method_legacy_vocab_fix_k1000_clawback0,2,4,0,0,122,118,,0.9672131147540983,
CellOntology_SUB,Our_Method_legacy_vocab_fix_k1000_clawback0,3,1,0,0,17,15,,0.8823529411764706,
CellOntology_SUB,Our_Method_no_conversational_k1000_clawback0,1,114,1210,1068,991,794,0.8826446280991735,0.8012108980827447,0.839958635609035
CellOntology_SUB,Our_Method_no_conversational_k1000_clawback0,2,10,0,0,145,108,,0.7448275862068966,
CellOntology_SUB,Our_Method_no_example_k1000_clawback0,1,109,1210,1084,1065,647,0.8958677685950414,0.6075117370892019,0.7240356573221909
CellOntology_SUB,Our_Method_no_example_k1000_clawback0,2,4,0,0,128,116,,0.90625,
CellOntology_SUB,Our_Method_no_example_k1000_clawback0,3,1,0,0,4,1,,0.25,
CellOntology_SUB,Our_Method_no_example_k1000_clawback0,5,1,0,0,3,2,,0.6666666666666666,
CellOntology_SUB,Our_Method_no_quantifier_k1000_clawback0,1,111,1210,1146,1206,859,0.947107438016529,0.7122719734660033,0.8130727418844618
CellOntology_SUB,Our_Method_no_quantifier_k1000_clawback0,2,6,0,0,127,94,,0.7401574803149606,
CellOntology_SUB,Our_Method_no_quantifier_k1000_clawback0,3,1,0,0,35,15,,0.42857142857142855,
CellOntology_SUB,Our_Method_no_restriction_k1000_clawback0,1,112,1210,1072,1012,783,0.8859504132231405,0.7737154150197628,0.8260379649794763
CellOntology_SUB,Our_Method_no_restriction_k1000_clawback0,2,6,0,0,111,88,,0.7927927927927928,
CellOntology_SUB,Our_Method_no_restriction_k1000_clawback0,3,2,0,0,25,15,,0.6,
CellOntology_SUB,Our_Method_oneway_k1000_clawback0,1,109,1210,1034,1292,926,0.8545454545454545,0.7167182662538699,0.7795869382198578
CellOntology_SUB,Our_Method_oneway_k1000_clawback0,2,4,0,0,21,15,,0.7142857142857143,
CellOntology_SUB,Our_Method_oneway_k1000_clawback0,3,1,0,0,3,1,,0.3333333333333333,
CellOntology_SUB,SBU_Batch,1,105,1210,670,790,670,0.5537190082644629,0.8481012658227848,0.67
CellOntology_SUB,SBU_Embedding,1,105,1210,160,430,160,0.1322314049586777,0.37209302325581395,0.19512195121951217
CellOntology_SUB,SingleCall,1,104,1210,382,390,382,0.315702479338843,0.9794871794871794,0.47750000000000004
CellOntology_SUB,SingleCall_gemini31b,1,104,1210,170,150,128,0.14049586776859505,0.8533333333333334,0.24126843330746203
CellOntology_SUB,SingleCall_gemini31b,2,1,0,0,16,16,,1.0,
CellOntology_SUB,SingleCall_gemma4b,1,104,1210,664,742,664,0.5487603305785124,0.894878706199461,0.680327868852459
CellOntology_SUB,SingleCall_matched,1,105,1210,770,994,766,0.6363636363636364,0.7706237424547284,0.6970878835153407
CellOntology_SUB,SingleCall_matched,2,1,0,0,2,0,,0.0,
CellOntology_SUB,SingleCall_nomerge,1,104,1210,122,122,122,0.10082644628099173,1.0,0.18318318318318316
CellOntology_SUB,TaxoLLaMA_PPL15.0,1,104,1210,398,454,398,0.32892561983471075,0.8766519823788547,0.47836538461538464
CellOntology_SUB,Vector,1,104,1210,236,350,236,0.19504132231404958,0.6742857142857143,0.30256410256410254
LLMs4OL_MatOnto_FULL,LLMZero,1,542,3046,390,988,390,0.12803676953381485,0.39473684210526316,0.19335647000495787
LLMs4OL_MatOnto_FULL,LLMZero,2,1,0,0,2,0,,0.0,
LLMs4OL_MatOnto_FULL,Lexical,1,541,3046,484,1046,484,0.15889691398555483,0.4627151051625239,0.23655913978494622
LLMs4OL_MatOnto_FULL,OurMethod,1,547,3046,2776,8356,2658,0.9113591595535128,0.3180947821924366,0.47158918852311177
LLMs4OL_MatOnto_FULL,OurMethod,2,9,0,0,800,28,,0.035,
LLMs4OL_MatOnto_FULL,OurMethod,3,1,0,0,158,66,,0.4177215189873418,
LLMs4OL_MatOnto_FULL,Our_Method_k=1000,1,547,3046,2418,6722,1974,0.793827971109652,0.2936626004165427,0.4287257147476489
LLMs4OL_MatOnto_FULL,Our_Method_k=1000,2,7,0,0,69,8,,0.11594202898550725,
LLMs4OL_MatOnto_FULL,Our_Method_k=1000,3,3,0,0,695,186,,0.26762589928057556,
LLMs4OL_MatOnto_FULL,SBU_Batch,1,563,3046,334,664,334,0.10965200262639527,0.5030120481927711,0.18005390835579513
LLMs4OL_MatOnto_FULL,SBU_Embedding,1,568,3046,174,2274,174,0.05712409717662508,0.07651715039577836,0.06541353383458647
LLMs4OL_MatOnto_SUB,Density_m1,1,101,538,414,411,233,0.7695167286245354,0.5669099756690997,0.6528554218498315
LLMs4OL_MatOnto_SUB,Density_m1,2,2,0,0,39,36,,0.9230769230769231,
LLMs4OL_MatOnto_SUB,Density_m1,3,1,0,0,62,43,,0.6935483870967742,
LLMs4OL_MatOnto_SUB,Density_m10,1,100,538,220,402,220,0.40892193308550184,0.5472636815920398,0.4680851063829787
LLMs4OL_MatOnto_SUB,Density_m100,1,100,538,326,336,214,0.6059479553903345,0.6369047619047619,0.621040824683533
LLMs4OL_MatOnto_SUB,Density_m100,2,2,0,0,52,42,,0.8076923076923077,
LLMs4OL_MatOnto_SUB,Density_m2,1,100,538,284,540,284,0.5278810408921933,0.5259259259259259,0.5269016697588127
LLMs4OL_MatOnto_SUB,Density_m25,1,100,538,238,400,238,0.4423791821561338,0.595,0.5074626865671642
LLMs4OL_MatOnto_SUB,Density_m5,1,100,538,246,315,239,0.45724907063197023,0.7587301587301587,0.5706160953453161
LLMs4OL_MatOnto_SUB,Density_m5,2,1,0,0,7,7,,1.0,
LLMs4OL_MatOnto_SUB,Density_m50,1,100,538,270,441,246,0.5018587360594795,0.5578231292517006,0.5283631243586377
LLMs4OL_MatOnto_SUB,Density_m50,2,1,0,0,21,18,,0.8571428571428571,
LLMs4OL_MatOnto_SUB,LLMZero,1,100,538,146,354,146,0.27137546468401486,0.4124293785310734,0.3273542600896861
LLMs4OL_MatOnto_SUB,Lexical,1,98,538,82,116,82,0.1524163568773234,0.7068965517241379,0.2507645259938838
LLMs4OL_MatOnto_SUB,OurMethod,1,100,538,484,1221,477,0.8996282527881041,0.3906633906633907,0.5447633879588009
LLMs4OL_MatOnto_SUB,OurMethod,2,1,0,0,21,7,,0.3333333333333333,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_k1000_clawback0,1,101,538,466,763,410,0.8661710037174721,0.5373525557011796,0.6632438755992488
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_k1000_clawback0,2,2,0,0,73,22,,0.3013698630136986,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,101,538,398,610,346,0.7397769516728625,0.5672131147540984,0.6421031035511788
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,2,0,0,60,22,,0.36666666666666664,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,102,538,340,540,288,0.6319702602230484,0.5333333333333333,0.578477243726074
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,2,0,0,48,22,,0.4583333333333333,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,102,538,466,688,410,0.8661710037174721,0.5959302325581395,0.7060762618535518
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,2,0,0,62,22,,0.3548387096774194,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,102,538,460,682,404,0.8550185873605948,0.592375366568915,0.6998674379368522
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,2,0,0,62,22,,0.3548387096774194,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,102,538,462,672,406,0.8587360594795539,0.6041666666666666,0.7093017099899411
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,2,0,0,50,22,,0.44,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,102,538,454,664,398,0.8438661710037175,0.5993975903614458,0.7009271112145544
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,2,0,0,50,22,,0.44,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_ranked_k1000_clawback0,1,100,538,486,1079,479,0.9033457249070632,0.4439295644114921,0.5953079928806694
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_ranked_k1000_clawback0,2,1,0,0,23,7,,0.30434782608695654,
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,102,538,462,672,406,0.8587360594795539,0.6041666666666666,0.7093017099899411
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,2,0,0,50,22,,0.44,
LLMs4OL_MatOnto_SUB,Our_Method_alt_Prompt_k1000_clawback0,1,102,538,504,1308,477,0.9368029739776952,0.3646788990825688,0.5249896818065682
LLMs4OL_MatOnto_SUB,Our_Method_alt_Prompt_k1000_clawback0,2,1,0,0,67,14,,0.208955223880597,
LLMs4OL_MatOnto_SUB,Our_Method_alt_Prompt_k1000_clawback0,3,1,0,0,25,13,,0.52,
LLMs4OL_MatOnto_SUB,Our_Method_alt_Prompt_k=1000,1,98,538,82,256,82,0.1524163568773234,0.3203125,0.20654911838790932
LLMs4OL_MatOnto_SUB,Our_Method_direct_k1000_clawback0,1,101,538,488,1004,475,0.9070631970260223,0.47310756972111556,0.6218628521452659
LLMs4OL_MatOnto_SUB,Our_Method_direct_k1000_clawback0,3,1,0,0,20,13,,0.65,
LLMs4OL_MatOnto_SUB,Our_Method_full_json_k1000_clawback0,1,100,538,466,669,351,0.8661710037174721,0.5246636771300448,0.6534902675232525
LLMs4OL_MatOnto_SUB,Our_Method_full_json_k1000_clawback0,6,1,0,0,93,61,,0.6559139784946236,
LLMs4OL_MatOnto_SUB,Our_Method_full_k1000_clawback0,1,101,538,488,1164,467,0.9070631970260223,0.4012027491408935,0.5563337475191571
LLMs4OL_MatOnto_SUB,Our_Method_full_k1000_clawback0,2,2,0,0,88,21,,0.23863636363636365,
LLMs4OL_MatOnto_SUB,Our_Method_isa_k1000_clawback0,1,101,538,476,1005,362,0.8847583643122676,0.36019900497512436,0.5119678638492072
LLMs4OL_MatOnto_SUB,Our_Method_isa_k1000_clawback0,2,1,0,0,25,7,,0.28,
LLMs4OL_MatOnto_SUB,Our_Method_isa_k1000_clawback0,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0,1,100,538,460,812,460,0.8550185873605948,0.5665024630541872,0.6814814814814815
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0_gemini31b,1,100,538,460,800,460,0.8550185873605948,0.575,0.6875934230194319
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0_gemma4b,1,102,538,466,688,410,0.8661710037174721,0.5959302325581395,0.7060762618535518
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0_gemma4b,2,2,0,0,62,22,,0.3548387096774194,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback10,1,100,538,458,717,344,0.8513011152416357,0.4797768479776848,0.6136899220578899
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback10,2,1,0,0,21,7,,0.3333333333333333,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback10,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback100,1,100,538,428,632,314,0.7955390334572491,0.49683544303797467,0.6116678955369252
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback100,2,1,0,0,20,7,,0.35,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback100,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback25,1,102,538,460,661,404,0.8550185873605948,0.6111951588502269,0.7128336133422323
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback25,2,2,0,0,49,22,,0.4489795918367347,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback5,1,100,538,458,717,344,0.8513011152416357,0.4797768479776848,0.6136899220578899
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback5,2,1,0,0,21,7,,0.3333333333333333,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback5,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback50,1,100,538,446,691,332,0.828996282527881,0.4804630969609262,0.6083458983323816
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback50,2,1,0,0,21,7,,0.3333333333333333,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback50,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback75,1,100,538,444,669,330,0.8252788104089219,0.49327354260089684,0.6174774957014261
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback75,2,1,0,0,21,7,,0.3333333333333333,
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback75,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_legacy_json_k1000_clawback0,1,98,538,60,162,60,0.11152416356877323,0.37037037037037035,0.1714285714285714
LLMs4OL_MatOnto_SUB,Our_Method_no_conversational_k1000_clawback0,1,100,538,484,1132,477,0.8996282527881041,0.4213780918727915,0.573931590997795
LLMs4OL_MatOnto_SUB,Our_Method_no_conversational_k1000_clawback0,2,1,0,0,24,7,,0.2916666666666667,
LLMs4OL_MatOnto_SUB,Our_Method_no_example_k1000_clawback0,1,100,538,494,916,380,0.9182156133828996,0.4148471615720524,0.5714946783896344
LLMs4OL_MatOnto_SUB,Our_Method_no_example_k1000_clawback0,2,1,0,0,20,7,,0.35,
LLMs4OL_MatOnto_SUB,Our_Method_no_example_k1000_clawback0,3,1,0,0,96,53,,0.5520833333333334,
LLMs4OL_MatOnto_SUB,Our_Method_no_quantifier_k1000_clawback0,1,100,538,514,1544,514,0.9553903345724907,0.3329015544041451,0.4937560038424592
LLMs4OL_MatOnto_SUB,Our_Method_no_restriction_k1000_clawback0,1,100,538,472,1228,465,0.8773234200743495,0.3786644951140065,0.5290038636467715
LLMs4OL_MatOnto_SUB,Our_Method_no_restriction_k1000_clawback0,2,1,0,0,26,7,,0.2692307692307692,
LLMs4OL_MatOnto_SUB,Our_Method_oneway_k1000_clawback0,1,102,538,462,1040,436,0.8587360594795539,0.41923076923076924,0.5634083306295521
LLMs4OL_MatOnto_SUB,Our_Method_oneway_k1000_clawback0,2,1,0,0,59,11,,0.1864406779661017,
LLMs4OL_MatOnto_SUB,Our_Method_oneway_k1000_clawback0,4,1,0,0,17,13,,0.7647058823529411,
LLMs4OL_MatOnto_SUB,SBU_Batch,1,98,538,134,268,134,0.24907063197026022,0.5,0.3325062034739454
LLMs4OL_MatOnto_SUB,SBU_Embedding,1,109,538,72,402,72,0.13382899628252787,0.1791044776119403,0.15319148936170213
LLMs4OL_MatOnto_SUB,SingleCall,1,100,538,144,302,144,0.26765799256505574,0.4768211920529801,0.3428571428571428
LLMs4OL_MatOnto_SUB,SingleCall_gemini31b,1,99,538,418,526,418,0.7769516728624535,0.7946768060836502,0.7857142857142857
LLMs4OL_MatOnto_SUB,SingleCall_gemma4b,1,98,538,290,552,290,0.5390334572490706,0.5253623188405797,0.5321100917431193
LLMs4OL_MatOnto_SUB,SingleCall_matched,1,98,538,240,340,240,0.44609665427509293,0.7058823529411765,0.5466970387243736
LLMs4OL_MatOnto_SUB,SingleCall_nomerge,1,100,538,144,302,144,0.26765799256505574,0.4768211920529801,0.3428571428571428
LLMs4OL_MatOnto_SUB,TaxoLLaMA_PPL15.0,1,100,538,102,722,102,0.1895910780669145,0.14127423822714683,0.1619047619047619
LLMs4OL_MatOnto_SUB,Vector,1,98,538,38,76,38,0.07063197026022305,0.5,0.12377850162866451
LLMs4OL_OBI_SUB,Density_m1,1,102,536,356,505,312,0.664179104477612,0.6178217821782178,0.640162299862829
LLMs4OL_OBI_SUB,Density_m1,2,2,0,0,23,20,,0.8695652173913043,
LLMs4OL_OBI_SUB,Density_m10,1,100,536,274,364,244,0.5111940298507462,0.6703296703296703,0.5800451153912891
LLMs4OL_OBI_SUB,Density_m10,2,2,0,0,14,10,,0.7142857142857143,
LLMs4OL_OBI_SUB,Density_m100,1,100,536,296,631,287,0.5522388059701493,0.4548335974643423,0.49882562946260817
LLMs4OL_OBI_SUB,Density_m100,2,1,0,0,71,3,,0.04225352112676056,
LLMs4OL_OBI_SUB,Density_m2,1,103,536,324,537,275,0.6044776119402985,0.5121042830540037,0.5544699864338432
LLMs4OL_OBI_SUB,Density_m2,2,3,0,0,19,19,,1.0,
LLMs4OL_OBI_SUB,Density_m25,1,100,536,318,428,251,0.5932835820895522,0.5864485981308412,0.589846290274904
LLMs4OL_OBI_SUB,Density_m25,2,2,0,0,34,23,,0.6764705882352942,
LLMs4OL_OBI_SUB,Density_m5,1,102,536,278,479,240,0.5186567164179104,0.5010438413361169,0.5096981688451578
LLMs4OL_OBI_SUB,Density_m5,2,2,0,0,8,3,,0.375,
LLMs4OL_OBI_SUB,Density_m5,3,1,0,0,9,9,,1.0,
LLMs4OL_OBI_SUB,Density_m50,1,100,536,296,574,296,0.5522388059701493,0.5156794425087108,0.5333333333333333
LLMs4OL_OBI_SUB,LLMZero,1,100,536,254,340,254,0.47388059701492535,0.7470588235294118,0.5799086757990868
LLMs4OL_OBI_SUB,Lexical,1,100,536,94,132,94,0.17537313432835822,0.7121212121212122,0.281437125748503
LLMs4OL_OBI_SUB,OurMethod,1,100,536,456,760,456,0.8507462686567164,0.6,0.7037037037037036
LLMs4OL_OBI_SUB,OurMethod_k50,1,100,536,472,932,472,0.8805970149253731,0.5064377682403434,0.6430517711171662
LLMs4OL_OBI_SUB,Our_Method_+restructure_k1000_clawback0,1,102,536,450,816,358,0.8395522388059702,0.4387254901960784,0.5762956815385056
LLMs4OL_OBI_SUB,Our_Method_+restructure_k1000_clawback0,2,3,0,0,66,32,,0.48484848484848486,
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,102,536,432,761,340,0.8059701492537313,0.4467805519053876,0.5748817985408773
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,3,0,0,71,32,,0.4507042253521127,
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,102,536,460,835,368,0.8582089552238806,0.4407185628742515,0.5823706282639658
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,3,0,0,109,32,,0.29357798165137616,
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,102,536,460,843,368,0.8582089552238806,0.4365361803084223,0.5787073439220003
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,3,0,0,115,32,,0.2782608695652174,
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,102,536,460,843,368,0.8582089552238806,0.4365361803084223,0.5787073439220003
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,3,0,0,115,32,,0.2782608695652174,
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,102,536,460,776,368,0.8582089552238806,0.4742268041237113,0.6108897742363878
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,3,0,0,64,32,,0.5,
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,102,536,430,701,338,0.8022388059701493,0.48216833095577744,0.6023232586956432
LLMs4OL_OBI_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,3,0,0,57,32,,0.5614035087719298,
LLMs4OL_OBI_SUB,Our_Method_+restructure_ranked_k1000_clawback0,1,100,536,448,698,448,0.835820895522388,0.6418338108882522,0.7260940032414911
LLMs4OL_OBI_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,102,536,460,775,368,0.8582089552238806,0.47483870967741937,0.6113972420667886
LLMs4OL_OBI_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,3,0,0,69,32,,0.463768115942029,
LLMs4OL_OBI_SUB,Our_Method_alt_Prompt_k1000_clawback0,1,100,536,456,848,456,0.8507462686567164,0.5377358490566038,0.6589595375722543
LLMs4OL_OBI_SUB,Our_Method_alt_Prompt_k=1000,1,100,536,284,386,284,0.5298507462686567,0.7357512953367875,0.616052060737527
LLMs4OL_OBI_SUB,Our_Method_direct_k1000_clawback0,1,100,536,452,766,452,0.8432835820895522,0.5900783289817232,0.6943164362519201
LLMs4OL_OBI_SUB,Our_Method_full_json_k1000_clawback0,1,100,536,450,744,450,0.8395522388059702,0.6048387096774194,0.7031250000000001
LLMs4OL_OBI_SUB,Our_Method_full_k1000_clawback0,1,101,536,446,692,432,0.832089552238806,0.6242774566473989,0.7133569302311805
LLMs4OL_OBI_SUB,Our_Method_full_k1000_clawback0,2,1,0,0,4,2,,0.5,
LLMs4OL_OBI_SUB,Our_Method_isa_k1000_clawback0,1,100,536,456,766,456,0.8507462686567164,0.5953002610966057,0.7004608294930876
LLMs4OL_OBI_SUB,Our_Method_k1000_clawback0,1,100,536,516,798,516,0.9626865671641791,0.6466165413533834,0.7736131934032983
